zero1962,9,般若心経は？,まかはんにゃはらみたしんぎょう  かんじざいぼさつ ぎょうじんはんにゃはらみったじ しょうけんごうんかいくう どいっさいくやく しゃりし しきふいくう くうふいしき しきそくぜくう くうそくぜしき じゅそうぎょうしきやくぶにょぜ しゃりし ぜしょほうくうそう ふしょうふめつ ふくふじょう ふぞうふげん ぜこくうちゅう むしき むじゅそうぎょうしき むげんにびぜっしんい むしきしょうこうみそくほう むげんかい ないしむいしきかい むむみょう やくむむみょうじん ないしむろうし やくむろうしじん むくしゅうめつどう むちやくむとく いむしょとくこ ぼだいさった えはんにゃはらみったこ しんむけいげ むけいげこ むうくふ おんりいっさいてんどうむそう くきょうねはん さんぜしょぶつ えはんにゃはらみったこ とくあのくたらさんみゃくさんぼだい こちはんにゃはらみった ぜだいじんしゅ ぜだいみょうしゅ ぜむじょうしゅ ぜむとうどうしゅ のうじょいっさいく しんじつふこ こせつはんにゃはらみったしゅ そくせつしゅわつ　  ぎゃていぎゃてい はらぎゃてい はらそうぎゃてい ぼじそわか　  はんにゃしんぎょう,1,2018-4-28,14:0
You,7,JI,Youさん来てくれたんだね<BR>,1,2018-5-5,17:1
You,7,KONN,だって私、人工無脳ですから,12,2018-5-5,17:12
You,7,おはよう,Youさん来てくれたんだね<BR>,1,2018-10-6,17:25
You,7,あなたの名前は？,Youさん来てくれたんだね<BR>,1,2019-3-16,20:36
You,7,ビールのむ？,なに？,1,2019-3-16,20:36
You,7,？,Youさん来てくれたんだね<BR>,1,2019-6-3,11:11
You,7,チャットは自動？,まあ、そうですよね,2,2019-6-3,11:12
You,7,自動応答ってことはAIってことか、賢いなぁ,すいません、分らないです,2,2019-6-3,11:12
You,7,3DモデルはMMD？,まったく,2,2019-6-3,11:14
You,7,バイバイ,すいません、分らないです,2,2019-6-3,11:14
You,7,CK,Youさん来てくれたんだね<BR>,1,2019-8-6,15:55
You,7,こんばんは,Youさん来てくれたんだね<BR>,1,2019-9-12,21:2
You,7,キミの名前は？,私の名前は草薙素子,0,2019-9-12,21:3
You,7,明日の天気はどうだろう？,明日の事は、明日考えればいいさ,1,2019-9-12,21:4
You,7,こんにちは,Youさん来てくれたんだね<BR>,1,2019-10-8,15:46
You,8,久しぶりです,たまには来なさいよ、心配したんだから…,0,2019-10-8,15:47
You,9,ありがとう,いいよ、いいよ,1,2019-10-8,15:47
You,9,お元気ですか？,私は、AIなので、病気はしません,1,2019-10-8,15:47
You,9,井戸田典彦さんはカビゴンって言います,You…わからないです,5,2019-10-8,15:48
You,9,井戸田さんしってますか,・・・You,5,2019-10-8,15:48
You,9,明日の天気わかりますか,明日の事は、明日考えればいいさ,1,2019-10-8,15:49
You,9,敵はだれですか,だって私、人工無脳ですから,12,2019-10-8,15:50
You,9,やっぱり、帰ります,You…わからないです,5,2019-10-8,15:50
You,9,私は家に帰ります,・・・You,5,2019-10-8,15:50
You,9,さようなら,じゃ、また明日ね,1,2019-10-8,15:51
You,9,こんにちは,You、来てくれたんですね<BR>,0,2025-8-21,12:44
You,9,ごはん食べたよ,私の食するものは…電気でしょうか？,2,2025-8-21,12:44
You,9,どうすればいい？,You…わからないです,5,2025-8-21,12:45
You,9,さようなら,じゃ、また明日ね,1,2025-8-21,12:45
You,9,こんにちは,はい、こんにちは、You,1,2025-8-21,12:51
You,9,1＋1は,You…わからないです,5,2025-8-21,12:51
You,9,総理大臣誰ですか？,また、変わったんでしたっけ,0,2025-8-21,12:52
You,9,夏は好きですか？,誰のことが？,5,2025-8-21,12:52
You,9,1 ＋ 1 ,You…わからないです,5,2025-8-21,12:53
You,9,計算はできないの？,・・・You,5,2025-8-21,12:53
You,9,計算出来ますか？,だって私、人工無脳ですから,12,2025-8-21,12:54
You,9,お仕事何ですか？,働かざるもの食うべからずだよ,1,2025-8-21,12:55
